round,client,total_weights,rejected_weights,rejection_percentage,threshold
1,1,101770,0,0.0,0.99
1,2,101770,0,0.0,0.99
1,3,101770,0,0.0,0.99
2,1,101770,0,0.0,0.9508
2,2,101770,0,0.0,0.9508
2,3,101770,0,0.0,0.9508
3,1,101770,0,0.0,0.9116
3,2,101770,0,0.0,0.9116
3,3,101770,0,0.0,0.9116
4,1,101770,0,0.0,0.8724
4,2,101770,0,0.0,0.8724
4,3,101770,0,0.0,0.8724
5,1,101770,0,0.0,0.8331999999999999
5,2,101770,0,0.0,0.8331999999999999
5,3,101770,0,0.0,0.8331999999999999
6,1,101770,0,0.0,0.794
6,2,101770,0,0.0,0.794
6,3,101770,0,0.0,0.794
7,1,101770,0,0.0,0.7548
7,2,101770,0,0.0,0.7548
7,3,101770,0,0.0,0.7548
8,1,101770,0,0.0,0.7156
8,2,101770,0,0.0,0.7156
8,3,101770,0,0.0,0.7156
9,1,101770,0,0.0,0.6764
9,2,101770,0,0.0,0.6764
9,3,101770,0,0.0,0.6764
10,1,101770,0,0.0,0.6372
10,2,101770,0,0.0,0.6372
10,3,101770,0,0.0,0.6372
11,1,101770,0,0.0,0.598
11,2,101770,0,0.0,0.598
11,3,101770,0,0.0,0.598
12,1,101770,0,0.0,0.5588
12,2,101770,0,0.0,0.5588
12,3,101770,0,0.0,0.5588
13,1,101770,0,0.0,0.5196000000000001
13,2,101770,0,0.0,0.5196000000000001
13,3,101770,0,0.0,0.5196000000000001
14,1,101770,0,0.0,0.48039999999999994
14,2,101770,0,0.0,0.48039999999999994
14,3,101770,0,0.0,0.48039999999999994
15,1,101770,0,0.0,0.4411999999999999
15,2,101770,0,0.0,0.4411999999999999
15,3,101770,0,0.0,0.4411999999999999
16,1,101770,2,0.001965215682421146,0.402
16,2,101770,2,0.001965215682421146,0.402
16,3,101770,2,0.001965215682421146,0.402
17,1,101770,84,0.08253905866168812,0.3628
17,2,101770,84,0.08253905866168812,0.3628
17,3,101770,84,0.08253905866168812,0.3628
18,1,101770,254,0.24958239166748553,0.3236
18,2,101770,254,0.24958239166748553,0.3236
18,3,101770,254,0.24958239166748553,0.3236
19,1,101770,1241,1.219416330942321,0.2844
19,2,101770,1241,1.219416330942321,0.2844
19,3,101770,1241,1.219416330942321,0.2844
20,1,101770,5060,4.9719956765254985,0.24519999999999997
20,2,101770,5060,4.9719956765254985,0.24519999999999997
20,3,101770,5060,4.9719956765254985,0.24519999999999997
21,1,101770,13283,13.05197995480004,0.20599999999999996
21,2,101770,13283,13.05197995480004,0.20599999999999996
21,3,101770,13283,13.05197995480004,0.20599999999999996
22,1,101770,18841,18.513314336248403,0.16680000000000006
22,2,101770,18841,18.513314336248403,0.16680000000000006
22,3,101770,18841,18.513314336248403,0.16680000000000006
23,1,101770,24575,24.147587697749827,0.12760000000000005
23,2,101770,24575,24.147587697749827,0.12760000000000005
23,3,101770,24575,24.147587697749827,0.12760000000000005
24,1,101770,31985,31.428711801120173,0.08839999999999992
24,2,101770,31985,31.428711801120173,0.08839999999999992
24,3,101770,31985,31.428711801120173,0.08839999999999992
25,1,101770,43201,42.44964134813796,0.04920000000000002
25,2,101770,43201,42.44964134813796,0.04920000000000002
25,3,101770,43201,42.44964134813796,0.04920000000000002
