round,client,total_weights,rejected_weights,rejection_percentage,threshold
1,1,101770,0,0.0,0.99
1,2,101770,0,0.0,0.99
1,3,101770,0,0.0,0.99
2,1,101770,0,0.0,0.9246666666666666
2,2,101770,0,0.0,0.9246666666666666
2,3,101770,0,0.0,0.9246666666666666
3,1,101770,0,0.0,0.8593333333333333
3,2,101770,0,0.0,0.8593333333333333
3,3,101770,0,0.0,0.8593333333333333
4,1,101770,0,0.0,0.794
4,2,101770,0,0.0,0.794
4,3,101770,0,0.0,0.794
5,1,101770,0,0.0,0.7286666666666667
5,2,101770,0,0.0,0.7286666666666667
5,3,101770,0,0.0,0.7286666666666667
6,1,101770,0,0.0,0.6633333333333333
6,2,101770,0,0.0,0.6633333333333333
6,3,101770,0,0.0,0.6633333333333333
7,1,101770,0,0.0,0.598
7,2,101770,0,0.0,0.598
7,3,101770,0,0.0,0.598
8,1,101770,0,0.0,0.5326666666666666
8,2,101770,0,0.0,0.5326666666666666
8,3,101770,0,0.0,0.5326666666666666
9,1,101770,0,0.0,0.4673333333333334
9,2,101770,0,0.0,0.4673333333333334
9,3,101770,0,0.0,0.4673333333333334
10,1,101770,1,0.000982607841210573,0.402
10,2,101770,1,0.000982607841210573,0.402
10,3,101770,1,0.000982607841210573,0.402
11,1,101770,212,0.20831286233664145,0.33666666666666667
11,2,101770,212,0.20831286233664145,0.33666666666666667
11,3,101770,212,0.20831286233664145,0.33666666666666667
12,1,101770,2699,2.652058563427336,0.2713333333333334
12,2,101770,2699,2.652058563427336,0.2713333333333334
12,3,101770,2699,2.652058563427336,0.2713333333333334
13,1,101770,13412,13.178736366316205,0.20599999999999996
13,2,101770,13412,13.178736366316205,0.20599999999999996
13,3,101770,13412,13.178736366316205,0.20599999999999996
14,1,101770,22326,21.93770266286725,0.1406666666666666
14,2,101770,22326,21.93770266286725,0.1406666666666666
14,3,101770,22326,21.93770266286725,0.1406666666666666
15,1,101770,33755,33.16792768006289,0.07533333333333336
15,2,101770,33755,33.16792768006289,0.07533333333333336
15,3,101770,33755,33.16792768006289,0.07533333333333336
