round,client,total_weights,rejected_weights,rejection_percentage,threshold
1,1,101770,0,0.0,0.99
1,2,101770,0,0.0,0.99
2,1,101770,0,0.0,0.9704
2,2,101770,0,0.0,0.9704
3,1,101770,0,0.0,0.9508
3,2,101770,0,0.0,0.9508
4,1,101770,0,0.0,0.9312
4,2,101770,0,0.0,0.9312
5,1,101770,0,0.0,0.9116
5,2,101770,0,0.0,0.9116
6,1,101770,0,0.0,0.892
6,2,101770,0,0.0,0.892
7,1,101770,0,0.0,0.8724
7,2,101770,0,0.0,0.8724
8,1,101770,0,0.0,0.8528
8,2,101770,0,0.0,0.8528
9,1,101770,0,0.0,0.8331999999999999
9,2,101770,0,0.0,0.8331999999999999
10,1,101770,0,0.0,0.8136
10,2,101770,0,0.0,0.8136
11,1,101770,0,0.0,0.794
11,2,101770,0,0.0,0.794
12,1,101770,0,0.0,0.7744
12,2,101770,0,0.0,0.7744
13,1,101770,0,0.0,0.7548
13,2,101770,0,0.0,0.7548
14,1,101770,0,0.0,0.7352
14,2,101770,0,0.0,0.7352
15,1,101770,0,0.0,0.7156
15,2,101770,0,0.0,0.7156
16,1,101770,0,0.0,0.696
16,2,101770,0,0.0,0.696
17,1,101770,0,0.0,0.6764
17,2,101770,0,0.0,0.6764
18,1,101770,0,0.0,0.6568
18,2,101770,0,0.0,0.6568
19,1,101770,0,0.0,0.6372
19,2,101770,0,0.0,0.6372
20,1,101770,0,0.0,0.6175999999999999
20,2,101770,0,0.0,0.6175999999999999
21,1,101770,53,0.05207821558416036,0.598
21,2,101770,53,0.05207821558416036,0.598
22,1,101770,233,0.22894762700206348,0.5784
22,2,101770,233,0.22894762700206348,0.5784
23,1,101770,281,0.27611280338017097,0.5588
23,2,101770,281,0.27611280338017097,0.5588
24,1,101770,443,0.4352952736562838,0.5391999999999999
24,2,101770,443,0.4352952736562838,0.5391999999999999
25,1,101770,503,0.4942517441289182,0.5196000000000001
25,2,101770,503,0.4942517441289182,0.5196000000000001
26,1,101770,604,0.593495136091186,0.5
26,2,101770,604,0.593495136091186,0.5
27,1,101770,721,0.708460253512823,0.48039999999999994
27,2,101770,721,0.708460253512823,0.48039999999999994
28,1,101770,1177,1.1565294291048442,0.4608
28,2,101770,1177,1.1565294291048442,0.4608
29,1,101770,1312,1.2891814876682717,0.4411999999999999
29,2,101770,1312,1.2891814876682717,0.4411999999999999
30,1,101770,1419,1.394320526677803,0.4216000000000001
30,2,101770,1419,1.394320526677803,0.4216000000000001
31,1,101770,1264,1.242016311290164,0.402
31,2,101770,1264,1.242016311290164,0.402
32,1,101770,1335,1.3117814680161148,0.38239999999999996
32,2,101770,1335,1.3117814680161148,0.38239999999999996
33,1,101770,1454,1.428711801120173,0.3628
33,2,101770,1454,1.428711801120173,0.3628
34,1,101770,1535,1.5083030362582293,0.34319999999999995
34,2,101770,1535,1.5083030362582293,0.34319999999999995
35,1,101770,1635,1.6065638203792865,0.3236
35,2,101770,1635,1.6065638203792865,0.3236
36,1,101770,1825,1.7932593102092955,0.30400000000000005
36,2,101770,1825,1.7932593102092955,0.30400000000000005
37,1,101770,1837,1.8050506043038224,0.2844
37,2,101770,1837,1.8050506043038224,0.2844
38,1,101770,2235,2.1961285251056304,0.26480000000000004
38,2,101770,2235,2.1961285251056304,0.26480000000000004
39,1,101770,2451,2.4083718188071144,0.24519999999999997
39,2,101770,2451,2.4083718188071144,0.24519999999999997
40,1,101770,2635,2.5891716615898597,0.22560000000000002
40,2,101770,2635,2.5891716615898597,0.22560000000000002
41,1,101770,2820,2.7709541122138153,0.20599999999999996
41,2,101770,2820,2.7709541122138153,0.20599999999999996
42,1,101770,3069,3.015623464675248,0.1864
42,2,101770,3069,3.015623464675248,0.1864
43,1,101770,3471,3.4106318168418985,0.16680000000000006
43,2,101770,3471,3.4106318168418985,0.16680000000000006
44,1,101770,4709,4.627100324260588,0.1472
44,2,101770,4709,4.627100324260588,0.1472
45,1,101770,7133,7.008941731355016,0.12760000000000005
45,2,101770,7133,7.008941731355016,0.12760000000000005
46,1,101770,9059,8.90144443352658,0.10799999999999998
46,2,101770,9059,8.90144443352658,0.10799999999999998
47,1,101770,10501,10.318364940552225,0.08839999999999992
47,2,101770,10501,10.318364940552225,0.08839999999999992
48,1,101770,12169,11.957354819691462,0.06880000000000008
48,2,101770,12169,11.957354819691462,0.06880000000000008
49,1,101770,12812,12.589171661589859,0.04920000000000002
49,2,101770,12812,12.589171661589859,0.04920000000000002
50,1,101770,13713,13.474501326520585,0.02960000000000007
50,2,101770,13713,13.474501326520585,0.02960000000000007
