round,client,total_weights,rejected_weights,rejection_percentage,threshold
1,1,101770,0,0.0,0.99
1,2,101770,0,0.0,0.99
2,1,101770,0,0.0,0.9246666666666666
2,2,101770,0,0.0,0.9246666666666666
3,1,101770,0,0.0,0.8593333333333333
3,2,101770,0,0.0,0.8593333333333333
4,1,101770,0,0.0,0.794
4,2,101770,0,0.0,0.794
5,1,101770,0,0.0,0.7286666666666667
5,2,101770,0,0.0,0.7286666666666667
6,1,101770,0,0.0,0.6633333333333333
6,2,101770,0,0.0,0.6633333333333333
7,1,101770,0,0.0,0.598
7,2,101770,0,0.0,0.598
8,1,101770,0,0.0,0.5326666666666666
8,2,101770,0,0.0,0.5326666666666666
9,1,101770,0,0.0,0.4673333333333334
9,2,101770,0,0.0,0.4673333333333334
10,1,101770,0,0.0,0.402
10,2,101770,0,0.0,0.402
11,1,101770,4,0.003930431364842292,0.33666666666666667
11,2,101770,4,0.003930431364842292,0.33666666666666667
12,1,101770,13,0.012773901935737447,0.2713333333333334
12,2,101770,13,0.012773901935737447,0.2713333333333334
13,1,101770,12,0.011791294094526875,0.20599999999999996
13,2,101770,12,0.011791294094526875,0.20599999999999996
14,1,101770,79,0.07762601945563526,0.1406666666666666
14,2,101770,79,0.07762601945563526,0.1406666666666666
15,1,101770,317,0.3114866856637516,0.07533333333333336
15,2,101770,317,0.3114866856637516,0.07533333333333336
