round,client,total_weights,rejected_weights,rejection_percentage,threshold
1,1,101770,0,0.0,0.99
1,2,101770,0,0.0,0.99
2,1,101770,0,0.0,0.9802
2,2,101770,0,0.0,0.9802
3,1,101770,0,0.0,0.9704
3,2,101770,0,0.0,0.9704
4,1,101770,0,0.0,0.9606
4,2,101770,0,0.0,0.9606
5,1,101770,0,0.0,0.9508
5,2,101770,0,0.0,0.9508
6,1,101770,0,0.0,0.941
6,2,101770,0,0.0,0.941
7,1,101770,0,0.0,0.9312
7,2,101770,0,0.0,0.9312
8,1,101770,0,0.0,0.9214
8,2,101770,0,0.0,0.9214
9,1,101770,0,0.0,0.9116
9,2,101770,0,0.0,0.9116
10,1,101770,0,0.0,0.9017999999999999
10,2,101770,0,0.0,0.9017999999999999
11,1,101770,0,0.0,0.892
11,2,101770,0,0.0,0.892
12,1,101770,0,0.0,0.8822
12,2,101770,0,0.0,0.8822
13,1,101770,0,0.0,0.8724
13,2,101770,0,0.0,0.8724
14,1,101770,0,0.0,0.8626
14,2,101770,0,0.0,0.8626
15,1,101770,0,0.0,0.8528
15,2,101770,0,0.0,0.8528
16,1,101770,0,0.0,0.843
16,2,101770,0,0.0,0.843
17,1,101770,0,0.0,0.8331999999999999
17,2,101770,0,0.0,0.8331999999999999
18,1,101770,0,0.0,0.8234
18,2,101770,0,0.0,0.8234
19,1,101770,0,0.0,0.8136
19,2,101770,0,0.0,0.8136
20,1,101770,0,0.0,0.8038
20,2,101770,0,0.0,0.8038
21,1,101770,0,0.0,0.794
21,2,101770,0,0.0,0.794
22,1,101770,0,0.0,0.7842
22,2,101770,0,0.0,0.7842
23,1,101770,0,0.0,0.7744
23,2,101770,0,0.0,0.7744
24,1,101770,0,0.0,0.7646
24,2,101770,0,0.0,0.7646
25,1,101770,0,0.0,0.7548
25,2,101770,0,0.0,0.7548
26,1,101770,0,0.0,0.745
26,2,101770,0,0.0,0.745
27,1,101770,0,0.0,0.7352
27,2,101770,0,0.0,0.7352
28,1,101770,0,0.0,0.7254
28,2,101770,0,0.0,0.7254
29,1,101770,0,0.0,0.7156
29,2,101770,0,0.0,0.7156
30,1,101770,0,0.0,0.7058
30,2,101770,0,0.0,0.7058
31,1,101770,0,0.0,0.696
31,2,101770,0,0.0,0.696
32,1,101770,0,0.0,0.6861999999999999
32,2,101770,0,0.0,0.6861999999999999
33,1,101770,0,0.0,0.6764
33,2,101770,0,0.0,0.6764
34,1,101770,0,0.0,0.6666
34,2,101770,0,0.0,0.6666
35,1,101770,0,0.0,0.6568
35,2,101770,0,0.0,0.6568
36,1,101770,0,0.0,0.647
36,2,101770,0,0.0,0.647
37,1,101770,0,0.0,0.6372
37,2,101770,0,0.0,0.6372
38,1,101770,0,0.0,0.6274
38,2,101770,0,0.0,0.6274
39,1,101770,0,0.0,0.6175999999999999
39,2,101770,0,0.0,0.6175999999999999
40,1,101770,1,0.000982607841210573,0.6078
40,2,101770,1,0.000982607841210573,0.6078
41,1,101770,64,0.06288690183747667,0.598
41,2,101770,64,0.06288690183747667,0.598
42,1,101770,240,0.23582588189053746,0.5882000000000001
42,2,101770,240,0.23582588189053746,0.5882000000000001
43,1,101770,306,0.30067799941043527,0.5784
43,2,101770,306,0.30067799941043527,0.5784
44,1,101770,297,0.29183452883954014,0.5686
44,2,101770,297,0.29183452883954014,0.5686
45,1,101770,307,0.3016606072516459,0.5588
45,2,101770,307,0.3016606072516459,0.5588
46,1,101770,401,0.39402574432543974,0.5489999999999999
46,2,101770,401,0.39402574432543974,0.5489999999999999
47,1,101770,463,0.45494743048049524,0.5391999999999999
47,2,101770,463,0.45494743048049524,0.5391999999999999
48,1,101770,401,0.39402574432543974,0.5294000000000001
48,2,101770,401,0.39402574432543974,0.5294000000000001
49,1,101770,438,0.43038223445023094,0.5196000000000001
49,2,101770,438,0.43038223445023094,0.5196000000000001
50,1,101770,531,0.5217647636828142,0.5098
50,2,101770,531,0.5217647636828142,0.5098
51,1,101770,665,0.6534342144050309,0.5
51,2,101770,665,0.6534342144050309,0.5
52,1,101770,681,0.6691559398644001,0.49019999999999997
52,2,101770,681,0.6691559398644001,0.49019999999999997
53,1,101770,713,0.7005993907831384,0.48039999999999994
53,2,101770,713,0.7005993907831384,0.48039999999999994
54,1,101770,858,0.8430775277586715,0.4706
54,2,101770,858,0.8430775277586715,0.4706
55,1,101770,1249,1.2272771936720055,0.4608
55,2,101770,1249,1.2272771936720055,0.4608
56,1,101770,1667,1.638007271298025,0.45099999999999996
56,2,101770,1667,1.638007271298025,0.45099999999999996
