round,client,total_weights,rejected_weights,rejection_percentage,threshold
1,1,101770,0,0.0,0.99
1,2,101770,0,0.0,0.99
1,3,101770,0,0.0,0.99
2,1,101770,0,0.0,0.9802
2,2,101770,0,0.0,0.9802
2,3,101770,0,0.0,0.9802
3,1,101770,0,0.0,0.9704
3,2,101770,0,0.0,0.9704
3,3,101770,0,0.0,0.9704
4,1,101770,0,0.0,0.9606
4,2,101770,0,0.0,0.9606
4,3,101770,0,0.0,0.9606
5,1,101770,0,0.0,0.9508
5,2,101770,0,0.0,0.9508
5,3,101770,0,0.0,0.9508
6,1,101770,0,0.0,0.941
6,2,101770,0,0.0,0.941
6,3,101770,0,0.0,0.941
7,1,101770,0,0.0,0.9312
7,2,101770,0,0.0,0.9312
7,3,101770,0,0.0,0.9312
8,1,101770,0,0.0,0.9214
8,2,101770,0,0.0,0.9214
8,3,101770,0,0.0,0.9214
9,1,101770,0,0.0,0.9116
9,2,101770,0,0.0,0.9116
9,3,101770,0,0.0,0.9116
10,1,101770,0,0.0,0.9017999999999999
10,2,101770,0,0.0,0.9017999999999999
10,3,101770,0,0.0,0.9017999999999999
11,1,101770,0,0.0,0.892
11,2,101770,0,0.0,0.892
11,3,101770,0,0.0,0.892
12,1,101770,0,0.0,0.8822
12,2,101770,0,0.0,0.8822
12,3,101770,0,0.0,0.8822
13,1,101770,0,0.0,0.8724
13,2,101770,0,0.0,0.8724
13,3,101770,0,0.0,0.8724
14,1,101770,0,0.0,0.8626
14,2,101770,0,0.0,0.8626
14,3,101770,0,0.0,0.8626
15,1,101770,0,0.0,0.8528
15,2,101770,0,0.0,0.8528
15,3,101770,0,0.0,0.8528
16,1,101770,0,0.0,0.843
16,2,101770,0,0.0,0.843
16,3,101770,0,0.0,0.843
17,1,101770,0,0.0,0.8331999999999999
17,2,101770,0,0.0,0.8331999999999999
17,3,101770,0,0.0,0.8331999999999999
18,1,101770,0,0.0,0.8234
18,2,101770,0,0.0,0.8234
18,3,101770,0,0.0,0.8234
19,1,101770,0,0.0,0.8136
19,2,101770,0,0.0,0.8136
19,3,101770,0,0.0,0.8136
20,1,101770,0,0.0,0.8038
20,2,101770,0,0.0,0.8038
20,3,101770,0,0.0,0.8038
21,1,101770,0,0.0,0.794
21,2,101770,0,0.0,0.794
21,3,101770,0,0.0,0.794
22,1,101770,0,0.0,0.7842
22,2,101770,0,0.0,0.7842
22,3,101770,0,0.0,0.7842
23,1,101770,0,0.0,0.7744
23,2,101770,0,0.0,0.7744
23,3,101770,0,0.0,0.7744
24,1,101770,0,0.0,0.7646
24,2,101770,0,0.0,0.7646
24,3,101770,0,0.0,0.7646
25,1,101770,0,0.0,0.7548
25,2,101770,0,0.0,0.7548
25,3,101770,0,0.0,0.7548
26,1,101770,0,0.0,0.745
26,2,101770,0,0.0,0.745
26,3,101770,0,0.0,0.745
27,1,101770,0,0.0,0.7352
27,2,101770,0,0.0,0.7352
27,3,101770,0,0.0,0.7352
28,1,101770,0,0.0,0.7254
28,2,101770,0,0.0,0.7254
28,3,101770,0,0.0,0.7254
29,1,101770,0,0.0,0.7156
29,2,101770,0,0.0,0.7156
29,3,101770,0,0.0,0.7156
30,1,101770,0,0.0,0.7058
30,2,101770,0,0.0,0.7058
30,3,101770,0,0.0,0.7058
31,1,101770,0,0.0,0.696
31,2,101770,0,0.0,0.696
31,3,101770,0,0.0,0.696
32,1,101770,0,0.0,0.6861999999999999
32,2,101770,0,0.0,0.6861999999999999
32,3,101770,0,0.0,0.6861999999999999
33,1,101770,0,0.0,0.6764
33,2,101770,0,0.0,0.6764
33,3,101770,0,0.0,0.6764
34,1,101770,0,0.0,0.6666
34,2,101770,0,0.0,0.6666
34,3,101770,0,0.0,0.6666
35,1,101770,0,0.0,0.6568
35,2,101770,0,0.0,0.6568
35,3,101770,0,0.0,0.6568
36,1,101770,0,0.0,0.647
36,2,101770,0,0.0,0.647
36,3,101770,0,0.0,0.647
37,1,101770,0,0.0,0.6372
37,2,101770,0,0.0,0.6372
37,3,101770,0,0.0,0.6372
38,1,101770,0,0.0,0.6274
38,2,101770,0,0.0,0.6274
38,3,101770,0,0.0,0.6274
39,1,101770,0,0.0,0.6175999999999999
39,2,101770,0,0.0,0.6175999999999999
39,3,101770,0,0.0,0.6175999999999999
40,1,101770,0,0.0,0.6078
40,2,101770,0,0.0,0.6078
40,3,101770,0,0.0,0.6078
41,1,101770,0,0.0,0.598
41,2,101770,0,0.0,0.598
41,3,101770,0,0.0,0.598
42,1,101770,0,0.0,0.5882000000000001
