round,client,total_weights,rejected_weights,rejection_percentage,threshold
1,1,101770,0,0.0,0.99
1,2,101770,0,0.0,0.99
2,1,101770,0,0.0,0.941
2,2,101770,0,0.0,0.941
3,1,101770,0,0.0,0.892
3,2,101770,0,0.0,0.892
4,1,101770,0,0.0,0.843
4,2,101770,0,0.0,0.843
5,1,101770,0,0.0,0.794
5,2,101770,0,0.0,0.794
6,1,101770,0,0.0,0.745
6,2,101770,0,0.0,0.745
7,1,101770,0,0.0,0.696
7,2,101770,0,0.0,0.696
8,1,101770,0,0.0,0.647
8,2,101770,0,0.0,0.647
9,1,101770,44,0.043234745013265206,0.598
9,2,101770,44,0.043234745013265206,0.598
10,1,101770,236,0.23189545052569518,0.5489999999999999
10,2,101770,236,0.23189545052569518,0.5489999999999999
11,1,101770,392,0.38518227375454456,0.5
11,2,101770,392,0.38518227375454456,0.5
12,1,101770,746,0.7330254495430873,0.45099999999999996
12,2,101770,746,0.7330254495430873,0.45099999999999996
13,1,101770,898,0.8823818414070945,0.402
13,2,101770,898,0.8823818414070945,0.402
14,1,101770,1067,1.0484425665716812,0.353
14,2,101770,1067,1.0484425665716812,0.353
15,1,101770,1445,1.4198683305492776,0.30400000000000005
15,2,101770,1445,1.4198683305492776,0.30400000000000005
16,1,101770,1634,1.605581212538076,0.255
16,2,101770,1634,1.605581212538076,0.255
17,1,101770,2156,2.118502505649995,0.20599999999999996
17,2,101770,2156,2.118502505649995,0.20599999999999996
18,1,101770,2774,2.725754151518129,0.15700000000000003
18,2,101770,2774,2.725754151518129,0.15700000000000003
19,1,101770,3993,3.9235531099538172,0.10799999999999998
19,2,101770,3993,3.9235531099538172,0.10799999999999998
20,1,101770,6280,6.170777242802398,0.05900000000000005
20,2,101770,6280,6.170777242802398,0.05900000000000005
