round,client,total_weights,rejected_weights,rejection_percentage,threshold
1,1,101770,0,0.0,0.99
1,2,101770,0,0.0,0.99
1,3,101770,0,0.0,0.99
2,1,101770,0,0.0,0.9704
2,2,101770,0,0.0,0.9704
2,3,101770,0,0.0,0.9704
3,1,101770,0,0.0,0.9508
3,2,101770,0,0.0,0.9508
3,3,101770,0,0.0,0.9508
4,1,101770,0,0.0,0.9312
4,2,101770,0,0.0,0.9312
4,3,101770,0,0.0,0.9312
5,1,101770,0,0.0,0.9116
5,2,101770,0,0.0,0.9116
5,3,101770,0,0.0,0.9116
6,1,101770,0,0.0,0.892
6,2,101770,0,0.0,0.892
6,3,101770,0,0.0,0.892
7,1,101770,0,0.0,0.8724
7,2,101770,0,0.0,0.8724
7,3,101770,0,0.0,0.8724
8,1,101770,0,0.0,0.8528
8,2,101770,0,0.0,0.8528
8,3,101770,0,0.0,0.8528
9,1,101770,0,0.0,0.8331999999999999
9,2,101770,0,0.0,0.8331999999999999
9,3,101770,0,0.0,0.8331999999999999
10,1,101770,0,0.0,0.8136
10,2,101770,0,0.0,0.8136
10,3,101770,0,0.0,0.8136
11,1,101770,0,0.0,0.794
11,2,101770,0,0.0,0.794
11,3,101770,0,0.0,0.794
12,1,101770,0,0.0,0.7744
12,2,101770,0,0.0,0.7744
12,3,101770,0,0.0,0.7744
13,1,101770,0,0.0,0.7548
13,2,101770,0,0.0,0.7548
13,3,101770,0,0.0,0.7548
14,1,101770,0,0.0,0.7352
14,2,101770,0,0.0,0.7352
14,3,101770,0,0.0,0.7352
15,1,101770,0,0.0,0.7156
15,2,101770,0,0.0,0.7156
15,3,101770,0,0.0,0.7156
16,1,101770,0,0.0,0.696
16,2,101770,0,0.0,0.696
16,3,101770,0,0.0,0.696
17,1,101770,0,0.0,0.6764
17,2,101770,0,0.0,0.6764
17,3,101770,0,0.0,0.6764
18,1,101770,0,0.0,0.6568
18,2,101770,0,0.0,0.6568
18,3,101770,0,0.0,0.6568
19,1,101770,0,0.0,0.6372
19,2,101770,0,0.0,0.6372
19,3,101770,0,0.0,0.6372
20,1,101770,0,0.0,0.6175999999999999
20,2,101770,0,0.0,0.6175999999999999
20,3,101770,0,0.0,0.6175999999999999
21,1,101770,0,0.0,0.598
21,2,101770,0,0.0,0.598
21,3,101770,0,0.0,0.598
22,1,101770,0,0.0,0.5784
22,2,101770,0,0.0,0.5784
22,3,101770,0,0.0,0.5784
23,1,101770,0,0.0,0.5588
23,2,101770,0,0.0,0.5588
23,3,101770,0,0.0,0.5588
24,1,101770,0,0.0,0.5391999999999999
24,2,101770,0,0.0,0.5391999999999999
24,3,101770,0,0.0,0.5391999999999999
25,1,101770,0,0.0,0.5196000000000001
25,2,101770,0,0.0,0.5196000000000001
25,3,101770,0,0.0,0.5196000000000001
26,1,101770,0,0.0,0.5
26,2,101770,0,0.0,0.5
26,3,101770,0,0.0,0.5
27,1,101770,0,0.0,0.48039999999999994
27,2,101770,0,0.0,0.48039999999999994
27,3,101770,0,0.0,0.48039999999999994
28,1,101770,0,0.0,0.4608
28,2,101770,0,0.0,0.4608
28,3,101770,0,0.0,0.4608
29,1,101770,0,0.0,0.4411999999999999
29,2,101770,0,0.0,0.4411999999999999
29,3,101770,0,0.0,0.4411999999999999
30,1,101770,0,0.0,0.4216000000000001
30,2,101770,0,0.0,0.4216000000000001
30,3,101770,0,0.0,0.4216000000000001
31,1,101770,2,0.001965215682421146,0.402
31,2,101770,2,0.001965215682421146,0.402
31,3,101770,2,0.001965215682421146,0.402
32,1,101770,48,0.0471651763781075,0.38239999999999996
32,2,101770,48,0.0471651763781075,0.38239999999999996
32,3,101770,48,0.0471651763781075,0.38239999999999996
33,1,101770,85,0.08352166650289869,0.3628
33,2,101770,85,0.08352166650289869,0.3628
33,3,101770,85,0.08352166650289869,0.3628
34,1,101770,138,0.13559988208705906,0.34319999999999995
34,2,101770,138,0.13559988208705906,0.34319999999999995
34,3,101770,138,0.13559988208705906,0.34319999999999995
35,1,101770,325,0.31934754839343615,0.3236
35,2,101770,325,0.31934754839343615,0.3236
35,3,101770,325,0.31934754839343615,0.3236
36,1,101770,684,0.6721037633880318,0.30400000000000005
36,2,101770,684,0.6721037633880318,0.30400000000000005
36,3,101770,684,0.6721037633880318,0.30400000000000005
37,1,101770,1334,1.3107988601749043,0.2844
37,2,101770,1334,1.3107988601749043,0.2844
37,3,101770,1334,1.3107988601749043,0.2844
38,1,101770,3260,3.2033015623464673,0.26480000000000004
38,2,101770,3260,3.2033015623464673,0.26480000000000004
