round,client,total_weights,rejected_weights,rejection_percentage,threshold
1,1,101770,0,0.0,0.99
1,2,101770,0,0.0,0.99
1,3,101770,0,0.0,0.99
2,1,101770,0,0.0,0.794
2,2,101770,0,0.0,0.794
2,3,101770,0,0.0,0.794
3,1,101770,0,0.0,0.598
3,2,101770,0,0.0,0.598
3,3,101770,0,0.0,0.598
4,1,101770,1,0.000982607841210573,0.402
4,2,101770,1,0.000982607841210573,0.402
4,3,101770,1,0.000982607841210573,0.402
5,1,101770,13716,13.477449150044219,0.20599999999999996
5,2,101770,13716,13.477449150044219,0.20599999999999996
5,3,101770,13716,13.477449150044219,0.20599999999999996
